GeneSetName	Spearman.rho.estimate	p.value	method	alternative	q.value	n
GO_NEGATIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	0.17747346981743484	5.037724841143505e-5	Spearman's rank correlation rho	two.sided	0.0018642195854023857	516
GO_REGULATION_OF_PROTEOLYSIS	0.22898548366760083	5.070388107931692e-5	Spearman's rank correlation rho	two.sided	0.0018642195854023857	309
GO_POSITIVE_REGULATION_OF_GROWTH	0.39850340136054424	5.0861902304940705e-5	Spearman's rank correlation rho	two.sided	0.0018642195854023857	99
GO_DEVELOPMENTAL_GROWTH	0.25604335147705776	5.121571421877405e-5	Spearman's rank correlation rho	two.sided	0.0018664609155194685	246
GO_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS	0.14642155327084871	5.200606526545929e-5	Spearman's rank correlation rho	two.sided	0.0018844952370042083	758
GO_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	0.15074594698879162	5.251926959355619e-5	Spearman's rank correlation rho	two.sided	0.0018923398123897284	714
GO_POSITIVE_REGULATION_OF_SECRETION	0.3078365669337572	5.350291969176131e-5	Spearman's rank correlation rho	two.sided	0.0019169518101712294	168
GO_HOMEOSTATIC_PROCESS	0.14424561331621108	5.389519610105029e-5	Spearman's rank correlation rho	two.sided	0.0019202189034678348	778
GO_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION	0.7982456140350878	5.5545992467438796e-5	Spearman's rank correlation rho	two.sided	0.0019680400904655546	19
GO_PROTEIN_COMPLEX_OLIGOMERIZATION	0.26914230008508816	5.590454129804049e-5	Spearman's rank correlation rho	two.sided	0.0019698004339906844	220
GO_CELL_SURFACE	0.2506763671513858	5.639196890472423e-5	Spearman's rank correlation rho	two.sided	0.0019760575349576696	254
GO_ENTRY_INTO_HOST	0.5544941380807642	5.787377531650759e-5	Spearman's rank correlation rho	two.sided	0.0020169003411459616	48
GO_REGULATION_OF_MAPK_CASCADE	0.24518649440092868	5.958104548544927e-5	Spearman's rank correlation rho	two.sided	0.0020560127007702668	264
GO_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	0.22886862915460932	5.964084751258435e-5	Spearman's rank correlation rho	two.sided	0.0020560127007702668	302
GO_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	0.19644769284179459	6.027118518557363e-5	Spearman's rank correlation rho	two.sided	0.0020665718183687422	413
GO_CELL_CELL_SIGNALING_BY_WNT	0.26263327770727357	6.082358540451596e-5	Spearman's rank correlation rho	two.sided	0.0020743599837442896	229
GO_RESPONSE_TO_ENDOGENOUS_STIMULUS	0.15434050579321035	6.186234504893064e-5	Spearman's rank correlation rho	two.sided	0.0020985641283890236	668
GO_GROWTH	0.1985950428835909	6.703618308968367e-5	Spearman's rank correlation rho	two.sided	0.002255641497783881	399
GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	0.40027995520716686	6.720010653098917e-5	Spearman's rank correlation rho	two.sided	0.002255641497783881	95
GO_REGULATION_OF_CELLULAR_LOCALIZATION	0.2068179769681118	7.028280537472712e-5	Spearman's rank correlation rho	two.sided	0.002346764102027951	364
GO_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION	0.7929824561403509	7.112498903952171e-5	Spearman's rank correlation rho	two.sided	0.002362515676970699	19
GO_ENDOSOME_MEMBRANE	0.2515712082513934	7.20904026777364e-5	Spearman's rank correlation rho	two.sided	0.0023821760699610133	245
GO_RESPONSE_TO_DRUG	0.19247608001964772	7.331763356594179e-5	Spearman's rank correlation rho	two.sided	0.0024090532038794983	419
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	0.40230073707140934	7.365924915775132e-5	Spearman's rank correlation rho	two.sided	0.0024090532038794983	93
GO_ADAPTIVE_IMMUNE_RESPONSE	0.31819100731962363	7.457508999792058e-5	Spearman's rank correlation rho	two.sided	0.002426562211207366	151
GO_MODIFICATION_DEPENDENT_MACROMOLECULE_CATABOLIC_PROCESS	0.20738174420070116	7.624981344332444e-5	Spearman's rank correlation rho	two.sided	0.002456361621755747	360
GO_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	0.2826123077340423	7.626122520592644e-5	Spearman's rank correlation rho	two.sided	0.002456361621755747	192
GO_ENZYME_REGULATOR_ACTIVITY	0.19158151170202273	7.7756938140631e-5	Spearman's rank correlation rho	two.sided	0.002491952671800345	420
GO_POSITIVE_REGULATION_OF_GLIOGENESIS	0.6880131362889983	7.965441175649145e-5	Spearman's rank correlation rho	two.sided	0.002539999050876781	28
GO_REGULATION_OF_PROTEIN_LOCALIZATION	0.19035527069469338	8.164341724193893e-5	Spearman's rank correlation rho	two.sided	0.002590471579733537	423
GO_CELL_CYCLE_PROCESS	0.1534686199284439	8.336170216735516e-5	Spearman's rank correlation rho	two.sided	0.0026318971861070952	652
GO_NEGATIVE_REGULATION_OF_LOCOMOTION	0.3490990700493996	8.388495122369952e-5	Spearman's rank correlation rho	two.sided	0.002635370824666829	123
GO_POSITIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	0.3780433159073936	8.573546412683895e-5	Spearman's rank correlation rho	two.sided	0.0026803039789668453	104
GO_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	0.35371029767839346	8.811724400468925e-5	Spearman's rank correlation rho	two.sided	0.002731448117793478	119
GO_STEROL_BINDING	0.6480938416422287	8.860391081717261e-5	Spearman's rank correlation rho	two.sided	0.002731448117793478	32
GO_T_CELL_ACTIVATION	0.272564129783016	8.865629664144977e-5	Spearman's rank correlation rho	two.sided	0.002731448117793478	203
GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION	0.18030116729340093	9.001413111595807e-5	Spearman's rank correlation rho	two.sided	0.002757692987346759	468
GO_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS	0.25336255282162246	9.037295553512717e-5	Spearman's rank correlation rho	two.sided	0.002757692987346759	235
GO_G_PROTEIN_COUPLED_RECEPTOR_BINDING	0.41698896426040294	9.209203472238301e-5	Spearman's rank correlation rho	two.sided	0.002796768304121096	84
GO_LEUKOCYTE_PROLIFERATION	0.34271616047994	9.420163616602932e-5	Spearman's rank correlation rho	two.sided	0.0028472769084922985	126
GO_RESPONSE_TO_CHEMOKINE	0.7729323308270677	9.64370522147114e-5	Spearman's rank correlation rho	two.sided	0.002901093868692411	20
GO_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	0.2242935430854894	1.0054078923621917e-4	Spearman's rank correlation rho	two.sided	0.003010345909621482	297
GO_NEGATIVE_REGULATION_OF_CELL_MOTILITY	0.35950495708297303	1.0225633629190679e-4	Spearman's rank correlation rho	two.sided	0.0030474049622513473	113
GO_POSITIVE_REGULATION_OF_LOCOMOTION	0.2625987104252699	1.0302198567153941e-4	Spearman's rank correlation rho	two.sided	0.0030559424528317333	215
GO_DEVELOPMENTAL_MATURATION	0.3904535274356103	1.0385386890059576e-4	Spearman's rank correlation rho	two.sided	0.003066356492266888	95
GO_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING	0.3214478359518815	1.1034197420314073e-4	Spearman's rank correlation rho	two.sided	0.0032429087712139253	141
GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL	0.3029018390255553	1.1190532485846992e-4	Spearman's rank correlation rho	two.sided	0.003273768562951313	159
GO_REGULATION_OF_CELLULAR_COMPONENT_SIZE	0.31555435589445985	1.1317213306495801e-4	Spearman's rank correlation rho	two.sided	0.0032957108515158547	146
GO_MULTI_ORGANISM_REPRODUCTIVE_PROCESS	0.208400046851377	1.1902080982515001e-4	Spearman's rank correlation rho	two.sided	0.0034502767794486098	336
GO_GOLGI_APPARATUS	0.14065911267667605	1.2020790784950553e-4	Spearman's rank correlation rho	two.sided	0.003459740154963339	744
GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	0.21214304441298304	1.2043223367522738e-4	Spearman's rank correlation rho	two.sided	0.003459740154963339	325
GO_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	0.46956605222734255	1.2405928150262515e-4	Spearman's rank correlation rho	two.sided	0.00354795508931315	63
GO_POSTSYNAPSE	0.2557628381157793	1.2686818652704552e-4	Spearman's rank correlation rho	two.sided	0.0036026476870888247	221
GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	0.318686587610771	1.2710147665394707e-4	Spearman's rank correlation rho	two.sided	0.0036026476870888247	141
GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	0.3509981851179674	1.321931050894388e-4	Spearman's rank correlation rho	two.sided	0.0037303886406758425	115
GO_RESPONSE_TO_TYPE_I_INTERFERON	0.5356151711378353	1.3307579364378586e-4	Spearman's rank correlation rho	two.sided	0.0037387542781886288	47
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS	0.33300524934383197	1.4215654566781578e-4	Spearman's rank correlation rho	two.sided	0.003976360308323641	127
GO_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	0.38080575149213236	1.4493675808214087e-4	Spearman's rank correlation rho	two.sided	0.004036423963210534	96
GO_REGULATION_OF_GROWTH	0.22450574102929638	1.617298093450564e-4	Spearman's rank correlation rho	two.sided	0.00448451988246151	279
GO_ENDOSOMAL_VESICLE_FUSION	0.9666666666666667	1.6534391534391533e-4	Spearman's rank correlation rho	two.sided	0.0045648861746854464	9
GO_SECOND_MESSENGER_MEDIATED_SIGNALING	0.33039370078740155	1.712634359905566e-4	Spearman's rank correlation rho	two.sided	0.0047011931097644235	126
GO_TYPE_I_INTERFERON_PRODUCTION	0.4506210207702746	1.7175535907930231e-4	Spearman's rank correlation rho	two.sided	0.0047011931097644235	66
GO_CELL_CYCLE_PHASE_TRANSITION	0.20918591411841245	1.7312135178574226e-4	Spearman's rank correlation rho	two.sided	0.004718331958174553	319
GO_JNK_CASCADE	0.41577409931840303	1.750559457731755e-4	Spearman's rank correlation rho	two.sided	0.004743925218413486	78
GO_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM	0.45327797202797204	1.755480954292901e-4	Spearman's rank correlation rho	two.sided	0.004743925218413486	65
GO_VESICLE_ORGANIZATION	0.27182466233699626	1.8426889952006e-4	Spearman's rank correlation rho	two.sided	0.004958580994017319	186
GO_REGULATION_OF_DEVELOPMENTAL_GROWTH	0.3339127159053734	1.8545795610321264e-4	Spearman's rank correlation rho	two.sided	0.00496960907837994	122
GO_VIRAL_GENOME_REPLICATION	0.49524270278987254	1.9745704693655865e-4	Spearman's rank correlation rho	two.sided	0.0052690030742801415	53
GO_CELL_CYCLE	0.1250104427929347	1.9934217604056762e-4	Spearman's rank correlation rho	two.sided	0.005277743425909315	881
GO_WOUND_HEALING	0.2683001830818181	1.994396947337808e-4	Spearman's rank correlation rho	two.sided	0.005277743425909315	189
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	0.3095209555203562	2.013524175463301e-4	Spearman's rank correlation rho	two.sided	0.005303462933847275	141
GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	0.16584774368013133	2.020747714249725e-4	Spearman's rank correlation rho	two.sided	0.005303462933847275	499
GO_RECEPTOR_METABOLIC_PROCESS	0.37865080221321445	2.1960853236654542e-4	Spearman's rank correlation rho	two.sided	0.005740015941067062	92
GO_PHAGOCYTOSIS	0.3485404503753127	2.2259171746911278e-4	Spearman's rank correlation rho	two.sided	0.005794242019991998	109
GO_REGULATION_OF_CELL_CYCLE_PROCESS	0.1927929017268719	2.299457862713027e-4	Spearman's rank correlation rho	two.sided	0.005961342355462645	362
GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	0.38609025297076616	2.4626489003974335e-4	Spearman's rank correlation rho	two.sided	0.006358567133940581	87
GO_REGULATION_OF_HYDROLASE_ACTIVITY	0.16405409324034295	2.5403306002013586e-4	Spearman's rank correlation rho	two.sided	0.006532693373564755	493
GO_TRANSMEMBRANE_TRANSPORT	0.15335071774273776	2.56740027304076e-4	Spearman's rank correlation rho	two.sided	0.006575790239393374	564
GO_RECEPTOR_REGULATOR_ACTIVITY	0.31420849138808155	2.607481217515769e-4	Spearman's rank correlation rho	two.sided	0.006651734332472144	132
GO_AGING	0.28764343380101287	2.6215693039201066e-4	Spearman's rank correlation rho	two.sided	0.006656308072566237	158
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	0.3684490481522956	2.63014831756377e-4	Spearman's rank correlation rho	two.sided	0.006656308072566237	95
GO_LATE_ENDOSOME_MEMBRANE	0.4050000632279112	2.6429488494744886e-4	Spearman's rank correlation rho	two.sided	0.006658501752555147	78
GO_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS	0.4820659424433009	2.6518961923322696e-4	Spearman's rank correlation rho	two.sided	0.006658501752555147	54
GO_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	0.2971726269182238	2.730075623099486e-4	Spearman's rank correlation rho	two.sided	0.0068279166666884725	147
GO_RESPONSE_TO_NUTRIENT	0.34344361041608745	2.778086851510429e-4	Spearman's rank correlation rho	two.sided	0.006920852109058927	109
GO_RESPONSE_TO_LIPID	0.18686917927810362	2.9002982336952856e-4	Spearman's rank correlation rho	two.sided	0.007197194676292287	372
GO_PEPTIDASE_ACTIVITY	0.25206076579285147	2.959354552468088e-4	Spearman's rank correlation rho	two.sided	0.007304772834239298	202
GO_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	0.2375965545152038	2.966557451618875e-4	Spearman's rank correlation rho	two.sided	0.007304772834239298	229
GO_REGULATION_OF_ION_TRANSPORT	0.24614110336503237	2.983681627160993e-4	Spearman's rank correlation rho	two.sided	0.007318681494982554	213
GO_NEGATIVE_REGULATION_OF_PROTEIN_BINDING	0.5426829268292684	3.0699498129108425e-4	Spearman's rank correlation rho	two.sided	0.00750143730123499	41
GO_MULTICELLULAR_ORGANISM_REPRODUCTION	0.21683054823861025	3.151169690633133e-4	Spearman's rank correlation rho	two.sided	0.007670509542084757	272
GO_CELL_DIVISION	0.2151961055547337	3.1835810213330597e-4	Spearman's rank correlation rho	two.sided	0.007719939090377295	277
GO_RECEPTOR_COMPLEX	0.35991742057647796	3.2055735207594355e-4	Spearman's rank correlation rho	two.sided	0.007729632126956919	97
GO_HUMORAL_IMMUNE_RESPONSE	0.5031480677377335	3.211818415599192e-4	Spearman's rank correlation rho	two.sided	0.007729632126956919	48
GO_CANONICAL_WNT_SIGNALING_PATHWAY	0.2975639384090088	3.2572093456324715e-4	Spearman's rank correlation rho	two.sided	0.007807150238370177	143
GO_NEUTROPHIL_MIGRATION	0.6044721407624634	3.271020628280992e-4	Spearman's rank correlation rho	two.sided	0.007807150238370177	32
GO_NEGATIVE_REGULATION_OF_TRANSPORT	0.24621938301160054	3.280753611908373e-4	Spearman's rank correlation rho	two.sided	0.007807150238370177	210
GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	0.20479613501692348	3.4063407399295524e-4	Spearman's rank correlation rho	two.sided	0.008075873805871069	302
GO_METAL_ION_TRANSPORT	0.20705786770258125	3.59920907665953e-4	Spearman's rank correlation rho	two.sided	0.008501528723829798	293
GO_NEGATIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	0.3661513801766256	3.623652531779417e-4	Spearman's rank correlation rho	two.sided	0.008527681496392261	92
GO_VESICLE_BUDDING_FROM_MEMBRANE	0.4559660401734904	3.7163044391999383e-4	Spearman's rank correlation rho	two.sided	0.00871356941688402	58
GO_METAL_ION_HOMEOSTASIS	0.23221343873517786	3.852546936540732e-4	Spearman's rank correlation rho	two.sided	0.008999927413531202	231
GO_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.12260058274837897	3.9350190094543814e-4	Spearman's rank correlation rho	two.sided	0.0091590406633345	832
GO_CYTOKINE_SECRETION_INVOLVED_IN_IMMUNE_RESPONSE	0.9761904761904763	3.968253968253968e-4	Spearman's rank correlation rho	two.sided	0.009161530805184054	8
GO_REGULATION_OF_CYTOKINE_SECRETION_INVOLVED_IN_IMMUNE_RESPONSE	0.9761904761904763	3.968253968253968e-4	Spearman's rank correlation rho	two.sided	0.009161530805184054	8
GO_ACTIN_POLYMERIZATION_OR_DEPOLYMERIZATION	0.37373332361303485	3.979184718007079e-4	Spearman's rank correlation rho	two.sided	0.009161530805184054	87
GO_ENDOPLASMIC_RETICULUM	0.13917379706481697	4.100159324403762e-4	Spearman's rank correlation rho	two.sided	0.009406101313907123	642
GO_ION_TRANSPORT	0.1491108125149745	4.24088985772963e-4	Spearman's rank correlation rho	two.sided	0.009694077900083767	555
GO_INTERSTRAND_CROSS_LINK_REPAIR	0.6512820512820512	4.2923414693915845e-4	Spearman's rank correlation rho	two.sided	0.00977664730308745	26
GO_NEGATIVE_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	0.6607692307692308	4.467262266283162e-4	Spearman's rank correlation rho	two.sided	0.010119880075856895	25
GO_REGULATION_OF_TRANSFERASE_ACTIVITY	0.1681548727663605	4.490355853268527e-4	Spearman's rank correlation rho	two.sided	0.010119880075856895	433
GO_REGULATION_OF_TUBE_SIZE	0.45012150481405155	4.4906384051902117e-4	Spearman's rank correlation rho	two.sided	0.010119880075856895	58
GO_REGULATION_OF_CELL_PROJECTION_ASSEMBLY	0.39279141910720855	4.5325245568651783e-4	Spearman's rank correlation rho	two.sided	0.010178306881966477	77
GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE	0.5616473616473617	4.557066775279332e-4	Spearman's rank correlation rho	two.sided	0.010197512530977955	36
GO_GLIAL_CELL_DIFFERENTIATION	0.36377330534633906	4.619175542351046e-4	Spearman's rank correlation rho	two.sided	0.010300353964205582	90
GO_KINASE_BINDING	0.1839754987293224	4.950032480587279e-4	Spearman's rank correlation rho	two.sided	0.010999675345570847	356
GO_RUFFLE_ORGANIZATION	0.6798418972332015	5.030728249218714e-4	Spearman's rank correlation rho	two.sided	0.01114017685941049	23
GO_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	0.3307325159335791	5.054460547295011e-4	Spearman's rank correlation rho	two.sided	0.01115400111350171	108
GO_POSITIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION	0.7051948051948052	5.131823971675136e-4	Spearman's rank correlation rho	two.sided	0.011285673154114323	21
GO_REGULATION_OF_KINASE_ACTIVITY	0.17929839238421102	5.30341452264426e-4	Spearman's rank correlation rho	two.sided	0.011622948133994263	371
GO_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	0.16332940281745956	5.427784313442536e-4	Spearman's rank correlation rho	two.sided	0.011854778542014794	446
GO_REGULATION_OF_INFLAMMATORY_RESPONSE	0.304182977127859	5.650864165265268e-4	Spearman's rank correlation rho	two.sided	0.01229988250433567	126
GO_AMINE_METABOLIC_PROCESS	0.4072707343807089	5.707246002967484e-4	Spearman's rank correlation rho	two.sided	0.012380351563550543	69
GO_REGULATION_OF_WNT_SIGNALING_PATHWAY	0.26293570682710954	5.758933944874083e-4	Spearman's rank correlation rho	two.sided	0.012419038649448138	169
GO_MICROTUBULE_CYTOSKELETON	0.14682876725293467	5.78064586486906e-4	Spearman's rank correlation rho	two.sided	0.012419038649448138	546
GO_POSITIVE_REGULATION_OF_CELL_CYCLE	0.2651796079254416	5.783499637624885e-4	Spearman's rank correlation rho	two.sided	0.012419038649448138	166
GO_CATION_TRANSPORT	0.1753767320218329	5.846075227865276e-4	Spearman's rank correlation rho	two.sided	0.01251128308732403	381
GO_APPENDAGE_DEVELOPMENT	-0.42977260708619774	6.138309139777785e-4	Spearman's rank correlation rho	two.sided	0.013092762311652788	61
GO_REGULATION_OF_VIRAL_GENOME_REPLICATION	0.4963109354413701	6.16097735401726e-4	Spearman's rank correlation rho	two.sided	0.013097308976445884	45
GO_IDENTICAL_PROTEIN_BINDING	0.12031087851262275	6.703781279782621e-4	Spearman's rank correlation rho	two.sided	0.014203882011791551	796
GO_AMYLOID_BETA_CLEARANCE	0.7928571428571427	6.740294345503671e-4	Spearman's rank correlation rho	two.sided	0.014233956514455776	15
GO_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY	0.7735294117647059	6.830218932354828e-4	Spearman's rank correlation rho	two.sided	0.014376253140377718	16
GO_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	0.36623147642836146	7.158437837879136e-4	Spearman's rank correlation rho	two.sided	0.015017525901335822	83
GO_FEMALE_PREGNANCY	0.37964666912035333	7.195797554335296e-4	Spearman's rank correlation rho	two.sided	0.015046407250383542	77
GO_CELL_MATURATION	0.44019138755980863	7.712064292110573e-4	Spearman's rank correlation rho	two.sided	0.0160732215221241	56
GO_NEURON_TO_NEURON_SYNAPSE	0.28901459891247794	7.766754303256025e-4	Spearman's rank correlation rho	two.sided	0.016087651577921257	133
GO_ENDOPEPTIDASE_REGULATOR_ACTIVITY	0.4599999999999999	7.769438853578166e-4	Spearman's rank correlation rho	two.sided	0.016087651577921257	51
GO_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	0.32731845538812987	7.849385007566354e-4	Spearman's rank correlation rho	two.sided	0.01620059134956972	103
GO_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	0.28311441611547317	8.012521660896887e-4	Spearman's rank correlation rho	two.sided	0.016483948083146713	138
GO_CELLULAR_RESPONSE_TO_LIPID	0.21800379331306452	8.076125982964761e-4	Spearman's rank correlation rho	two.sided	0.016561375773445543	233
GO_DIVALENT_INORGANIC_CATION_HOMEOSTASIS	0.2536803705570356	8.433675421833001e-4	Spearman's rank correlation rho	two.sided	0.017185095015276007	171
