ONTOLOGY	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge
MF	GO:0001618	virus receptor activity	44	0.5678529010171021	2.2388536571048134	2.300924051098921e-6	3.874755280502145e-5	2.194184033110864e-5	2946	tags=61%, list=27%, signal=45%
MF	GO:0104005	hijacked molecular function	44	0.5678529010171021	2.2388536571048134	2.300924051098921e-6	3.874755280502145e-5	2.194184033110864e-5	2946	tags=61%, list=27%, signal=45%
CC	GO:0031093	platelet alpha granule lumen	45	0.6133581560113718	2.430676190536407	2.3030330945855693e-6	3.874755280502145e-5	2.194184033110864e-5	2506	tags=69%, list=23%, signal=53%
BP	GO:0030193	regulation of blood coagulation	46	0.6835509584496016	2.722380008558139	2.304306749314469e-6	3.874755280502145e-5	2.194184033110864e-5	1747	tags=54%, list=16%, signal=46%
BP	GO:0032835	glomerulus development	46	0.6210041828680881	2.4732748184650744	2.304306749314469e-6	3.874755280502145e-5	2.194184033110864e-5	2436	tags=59%, list=23%, signal=46%
BP	GO:0003073	regulation of systemic arterial blood pressure	47	0.5986979152782703	2.3959999843258437	2.306453919357145e-6	3.874755280502145e-5	2.194184033110864e-5	2069	tags=55%, list=19%, signal=45%
BP	GO:0032652	regulation of interleukin-1 production	47	0.6043699663249251	2.418699636140338	2.306453919357145e-6	3.874755280502145e-5	2.194184033110864e-5	1795	tags=55%, list=17%, signal=46%
BP	GO:1900046	regulation of hemostasis	47	0.6906384466579074	2.7639476689977225	2.306453919357145e-6	3.874755280502145e-5	2.194184033110864e-5	1747	tags=55%, list=16%, signal=47%
BP	GO:0002690	positive regulation of leukocyte chemotaxis	48	0.5883312912957871	2.3649533170117314	2.3102638090243527e-6	3.874755280502145e-5	2.194184033110864e-5	1993	tags=54%, list=19%, signal=44%
CC	GO:0005581	collagen trimer	48	0.7348332020378465	2.9538565164232344	2.3102638090243527e-6	3.874755280502145e-5	2.194184033110864e-5	2068	tags=83%, list=19%, signal=68%
BP	GO:0030239	myofibril assembly	48	0.5972770817808156	2.400913289214236	2.3102638090243527e-6	3.874755280502145e-5	2.194184033110864e-5	2119	tags=48%, list=20%, signal=39%
BP	GO:0050818	regulation of coagulation	48	0.6554514082921234	2.6347603894506095	2.3102638090243527e-6	3.874755280502145e-5	2.194184033110864e-5	1747	tags=54%, list=16%, signal=46%
BP	GO:1990266	neutrophil migration	48	0.5792714249532623	2.328534786711828	2.3102638090243527e-6	3.874755280502145e-5	2.194184033110864e-5	2139	tags=52%, list=20%, signal=42%
BP	GO:0032611	interleukin-1 beta production	49	0.6186711822580909	2.498238359442163	2.312229613649554e-6	3.874755280502145e-5	2.194184033110864e-5	1508	tags=49%, list=14%, signal=42%
CC	GO:0072562	blood microparticle	50	0.6527563233973276	2.647423567795967	2.3153668583018636e-6	3.874755280502145e-5	2.194184033110864e-5	1105	tags=50%, list=10%, signal=45%
BP	GO:1903035	negative regulation of response to wounding	50	0.6465980512674714	2.622447088535484	2.3153668583018636e-6	3.874755280502145e-5	2.194184033110864e-5	2256	tags=58%, list=21%, signal=46%
MF	GO:0005518	collagen binding	51	0.6904797408307037	2.8128727267205753	2.3168903624311594e-6	3.874755280502145e-5	2.194184033110864e-5	2318	tags=73%, list=22%, signal=57%
BP	GO:0032612	interleukin-1 production	54	0.5940573102368849	2.4498262569545575	2.322524305216854e-6	3.874755280502145e-5	2.194184033110864e-5	1826	tags=52%, list=17%, signal=43%
BP	GO:1904035	regulation of epithelial cell apoptotic process	55	0.5863010121340768	2.427367588775692	2.3250082537793008e-6	3.874755280502145e-5	2.194184033110864e-5	2275	tags=51%, list=21%, signal=40%
MF	GO:0005125	cytokine activity	56	0.681181950942301	2.830347931173095	2.32906958328287e-6	3.874755280502145e-5	2.194184033110864e-5	1271	tags=55%, list=12%, signal=49%
BP	GO:0055117	regulation of cardiac muscle contraction	56	0.5809181388129974	2.4137463567492006	2.32906958328287e-6	3.874755280502145e-5	2.194184033110864e-5	2364	tags=54%, list=22%, signal=42%
BP	GO:0042116	macrophage activation	57	0.6056333131111385	2.526422853010405	2.3295796040646505e-6	3.874755280502145e-5	2.194184033110864e-5	1608	tags=53%, list=15%, signal=45%
MF	GO:0019955	cytokine binding	62	0.6200788021348574	2.6329039019455585	2.3391922301390883e-6	3.874755280502145e-5	2.194184033110864e-5	2051	tags=56%, list=19%, signal=46%
CC	GO:0031091	platelet alpha granule	62	0.581598772922139	2.4695146380127606	2.3391922301390883e-6	3.874755280502145e-5	2.194184033110864e-5	2135	tags=56%, list=20%, signal=45%
BP	GO:0097530	granulocyte migration	63	0.5717663923970826	2.4361693550597083	2.3413775260536783e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=52%, list=20%, signal=42%
BP	GO:0002688	regulation of leukocyte chemotaxis	64	0.5655292282111322	2.417404668744498	2.3435010030184293e-6	3.874755280502145e-5	2.194184033110864e-5	1993	tags=52%, list=19%, signal=42%
BP	GO:0070613	regulation of protein processing	64	0.5623501378173871	2.403815365881214	2.3435010030184293e-6	3.874755280502145e-5	2.194184033110864e-5	2053	tags=52%, list=19%, signal=42%
BP	GO:0032963	collagen metabolic process	65	0.6190802876822761	2.654746511545843	2.3445449472711842e-6	3.874755280502145e-5	2.194184033110864e-5	2278	tags=60%, list=21%, signal=48%
BP	GO:1903317	regulation of protein maturation	65	0.55887147990130015	2.3965584774553235	2.3445449472711842e-6	3.874755280502145e-5	2.194184033110864e-5	2053	tags=51%, list=19%, signal=41%
BP	GO:0001508	action potential	66	0.542109842347802	2.3317068668092826	2.34681736363231e-6	3.874755280502145e-5	2.194184033110864e-5	2372	tags=53%, list=22%, signal=42%
BP	GO:0006942	regulation of striated muscle contraction	66	0.5746500700504609	2.471667934575967	2.34681736363231e-6	3.874755280502145e-5	2.194184033110864e-5	2364	tags=52%, list=22%, signal=40%
BP	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	66	0.5970044765677098	2.5678180486450533	2.34681736363231e-6	3.874755280502145e-5	2.194184033110864e-5	2144	tags=56%, list=20%, signal=45%
BP	GO:0033273	response to vitamin	66	0.5758376722995306	2.476776014346667	2.34681736363231e-6	3.874755280502145e-5	2.194184033110864e-5	2352	tags=56%, list=22%, signal=44%
BP	GO:0045446	endothelial cell differentiation	66	0.5356949624524223	2.304115374581371	2.34681736363231e-6	3.874755280502145e-5	2.194184033110864e-5	2608	tags=61%, list=24%, signal=46%
MF	GO:0008083	growth factor activity	67	0.6446863950129358	2.7812031693707797	2.348945206155176e-6	3.874755280502145e-5	2.194184033110864e-5	1330	tags=54%, list=12%, signal=47%
BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	67	0.5263570739543828	2.2707256948912127	2.348945206155176e-6	3.874755280502145e-5	2.194184033110864e-5	2769	tags=51%, list=26%, signal=38%
BP	GO:0019933	cAMP-mediated signaling	68	0.5507855192583699	2.3831773675377277	2.350082370387082e-6	3.874755280502145e-5	2.194184033110864e-5	2093	tags=47%, list=19%, signal=38%
BP	GO:0051928	positive regulation of calcium ion transport	68	0.5621649629562316	2.432414741665555	2.350082370387082e-6	3.874755280502145e-5	2.194184033110864e-5	2119	tags=41%, list=20%, signal=33%
BP	GO:0002027	regulation of heart rate	69	0.5399415129590471	2.3433107052680433	2.3508447760702807e-6	3.874755280502145e-5	2.194184033110864e-5	2240	tags=51%, list=21%, signal=40%
BP	GO:1903409	reactive oxygen species biosynthetic process	70	0.5250783864817166	2.2854403494949995	2.3530352978825035e-6	3.874755280502145e-5	2.194184033110864e-5	1922	tags=44%, list=18%, signal=37%
BP	GO:0006959	humoral immune response	71	0.6417757892094524	2.801041403053383	2.355873546131538e-6	3.874755280502145e-5	2.194184033110864e-5	2088	tags=61%, list=19%, signal=49%
BP	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	71	0.6131636528259168	2.6761632446878023	2.355873546131538e-6	3.874755280502145e-5	2.194184033110864e-5	2144	tags=58%, list=20%, signal=47%
BP	GO:1904019	epithelial cell apoptotic process	71	0.540200378174672	2.357713785177587	2.355873546131538e-6	3.874755280502145e-5	2.194184033110864e-5	2275	tags=46%, list=21%, signal=37%
BP	GO:0002687	positive regulation of leukocyte migration	72	0.5957807117216477	2.607608195733643	2.3569563208854616e-6	3.874755280502145e-5	2.194184033110864e-5	1675	tags=51%, list=16%, signal=44%
BP	GO:0002526	acute inflammatory response	73	0.6322648525844792	2.7750519752874356	2.35865745217822e-6	3.874755280502145e-5	2.194184033110864e-5	1702	tags=52%, list=16%, signal=44%
CC	GO:0005604	basement membrane	73	0.6649175907448424	2.918366988228713	2.35865745217822e-6	3.874755280502145e-5	2.194184033110864e-5	2500	tags=68%, list=23%, signal=53%
BP	GO:0050709	negative regulation of protein secretion	73	0.5180047529294592	2.273556891465998	2.35865745217822e-6	3.874755280502145e-5	2.194184033110864e-5	1308	tags=37%, list=12%, signal=33%
BP	GO:0002792	negative regulation of peptide secretion	75	0.5221743536246155	2.3037479486898524	2.3637309128728787e-6	3.874755280502145e-5	2.194184033110864e-5	1308	tags=37%, list=12%, signal=33%
BP	GO:0003014	renal system process	75	0.5449462722254157	2.4042139336624486	2.3637309128728787e-6	3.874755280502145e-5	2.194184033110864e-5	2093	tags=49%, list=19%, signal=40%
BP	GO:1904064	positive regulation of cation transmembrane transport	76	0.5175353363818247	2.2895117226414468	2.365363509064073e-6	3.874755280502145e-5	2.194184033110864e-5	932	tags=26%, list=9%, signal=24%
BP	GO:0019935	cyclic-nucleotide-mediated signaling	79	0.5616327475591276	2.5027916560718495	2.371753366110965e-6	3.874755280502145e-5	2.194184033110864e-5	2093	tags=47%, list=19%, signal=38%
BP	GO:0070252	actin-mediated cell contraction	79	0.5404385590776898	2.4083444602502198	2.371753366110965e-6	3.874755280502145e-5	2.194184033110864e-5	2372	tags=52%, list=22%, signal=41%
BP	GO:0003158	endothelium development	81	0.5334288404781091	2.388397349951038	2.3754323286838204e-6	3.874755280502145e-5	2.194184033110864e-5	2608	tags=60%, list=24%, signal=46%
BP	GO:0035150	regulation of tube size	81	0.5122647066904608	2.293636142425921	2.3754323286838204e-6	3.874755280502145e-5	2.194184033110864e-5	2144	tags=44%, list=20%, signal=36%
BP	GO:0050880	regulation of blood vessel size	81	0.5122647066904608	2.293636142425921	2.3754323286838204e-6	3.874755280502145e-5	2.194184033110864e-5	2144	tags=44%, list=20%, signal=36%
BP	GO:0043500	muscle adaptation	82	0.5318164757925247	2.386463829194119	2.378002525438682e-6	3.874755280502145e-5	2.194184033110864e-5	1127	tags=29%, list=10%, signal=26%
BP	GO:0050921	positive regulation of chemotaxis	82	0.5619469682713846	2.521670867203706	2.378002525438682e-6	3.874755280502145e-5	2.194184033110864e-5	2609	tags=61%, list=24%, signal=47%
BP	GO:0050729	positive regulation of inflammatory response	83	0.5496270051882564	2.4721839266348518	2.3798701066895768e-6	3.874755280502145e-5	2.194184033110864e-5	1608	tags=42%, list=15%, signal=36%
MF	GO:0008201	heparin binding	84	0.6071946088254939	2.7370340026040614	2.3815364244088433e-6	3.874755280502145e-5	2.194184033110864e-5	1451	tags=52%, list=14%, signal=46%
CC	GO:0030018	Z disc	84	0.5420587144164634	2.443422769572212	2.3815364244088433e-6	3.874755280502145e-5	2.194184033110864e-5	2026	tags=44%, list=19%, signal=36%
BP	GO:0050728	negative regulation of inflammatory response	84	0.5321347131204641	2.398688628994816	2.3815364244088433e-6	3.874755280502145e-5	2.194184033110864e-5	1990	tags=48%, list=19%, signal=39%
BP	GO:0061041	regulation of wound healing	85	0.5534486189566339	2.500157511283402	2.3833186759234766e-6	3.874755280502145e-5	2.194184033110864e-5	2256	tags=48%, list=21%, signal=38%
BP	GO:0051384	response to glucocorticoid	87	0.5243529783269809	2.378876629119797	2.387312864512833e-6	3.874755280502145e-5	2.194184033110864e-5	1519	tags=37%, list=14%, signal=32%
BP	GO:0001936	regulation of endothelial cell proliferation	88	0.5282467205232984	2.4018239685090212	2.3884989000962563e-6	3.874755280502145e-5	2.194184033110864e-5	2297	tags=48%, list=21%, signal=38%
MF	GO:0005178	integrin binding	88	0.6159462946914328	2.8005750275906456	2.3884989000962563e-6	3.874755280502145e-5	2.194184033110864e-5	2661	tags=64%, list=25%, signal=48%
BP	GO:0002576	platelet degranulation	90	0.505301302122166	2.306877805031851	2.3930200391498077e-6	3.874755280502145e-5	2.194184033110864e-5	2135	tags=48%, list=20%, signal=39%
BP	GO:0031214	biomineral tissue development	90	0.5270004452064792	2.4059420096147046	2.3930200391498077e-6	3.874755280502145e-5	2.194184033110864e-5	2405	tags=50%, list=22%, signal=39%
CC	GO:0031674	I band	90	0.5503143489519827	2.5123781633971625	2.3930200391498077e-6	3.874755280502145e-5	2.194184033110864e-5	2026	tags=44%, list=19%, signal=36%
BP	GO:0060048	cardiac muscle contraction	93	0.5048067040147137	2.31855664005961	2.3986337382227082e-6	3.874755280502145e-5	2.194184033110864e-5	2372	tags=47%, list=22%, signal=37%
MF	GO:0061134	peptidase regulator activity	94	0.48799472204534367	2.245684409053648	2.4005626918949803e-6	3.874755280502145e-5	2.194184033110864e-5	2534	tags=52%, list=24%, signal=40%
BP	GO:0072073	kidney epithelium development	94	0.5002873583571155	2.30225342602131	2.4005626918949803e-6	3.874755280502145e-5	2.194184033110864e-5	2686	tags=48%, list=25%, signal=36%
MF	GO:0019838	growth factor binding	95	0.592530064349327	2.73173330123143	2.4028988571813035e-6	3.874755280502145e-5	2.194184033110864e-5	2119	tags=51%, list=20%, signal=41%
BP	GO:0030048	actin filament-based movement	95	0.49651567452667617	2.2890794649843627	2.4028988571813035e-6	3.874755280502145e-5	2.194184033110864e-5	2890	tags=55%, list=27%, signal=40%
BP	GO:0031960	response to corticosteroid	97	0.5352366937126827	2.476721767189734	2.407202349429493e-6	3.874755280502145e-5	2.194184033110864e-5	1519	tags=38%, list=14%, signal=33%
BP	GO:0072006	nephron development	97	0.50397425711256	2.3320598668894594	2.407202349429493e-6	3.874755280502145e-5	2.194184033110864e-5	2436	tags=47%, list=23%, signal=37%
BP	GO:0048660	regulation of smooth muscle cell proliferation	99	0.5036279722233873	2.339102037714226	2.409754686972866e-6	3.874755280502145e-5	2.194184033110864e-5	2159	tags=44%, list=20%, signal=36%
BP	GO:0001837	epithelial to mesenchymal transition	100	0.4964925580769337	2.3098796857057073	2.411573624136958e-6	3.874755280502145e-5	2.194184033110864e-5	2686	tags=51%, list=25%, signal=39%
BP	GO:0001935	endothelial cell proliferation	100	0.5092948488408595	2.369441004168627	2.411573624136958e-6	3.874755280502145e-5	2.194184033110864e-5	2297	tags=47%, list=21%, signal=37%
BP	GO:0008217	regulation of blood pressure	100	0.6307098334499868	2.934311518190383	2.411573624136958e-6	3.874755280502145e-5	2.194184033110864e-5	2144	tags=58%, list=20%, signal=47%
BP	GO:0048659	smooth muscle cell proliferation	101	0.4950385988065622	2.307604003195104	2.412958552610942e-6	3.874755280502145e-5	2.194184033110864e-5	2159	tags=45%, list=20%, signal=36%
BP	GO:0048771	tissue remodeling	101	0.48041680550679033	2.2394450579456056	2.412958552610942e-6	3.874755280502145e-5	2.194184033110864e-5	2566	tags=46%, list=24%, signal=35%
BP	GO:0097529	myeloid leukocyte migration	102	0.5975524955871437	2.790254665075764	2.41567483084237e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=53%, list=20%, signal=43%
BP	GO:0003018	vascular process in circulatory system	103	0.5396726465556828	2.524066082086219	2.4180580575739622e-06	3.874755280502145e-5	2.194184033110864e-5	2160	tags=48%, list=20%, signal=38%
MF	GO:0004930	G protein-coupled receptor activity	104	0.5745793724016548	2.6916183426356395	2.4192865523956984e-6	3.874755280502145e-5	2.194184033110864e-5	2574	tags=60%, list=24%, signal=46%
MF	GO:0005201	extracellular matrix structural constituent	104	0.728232288340603	3.41140576767327	2.4192865523956984e-6	3.874755280502145e-5	2.194184033110864e-5	1974	tags=73%, list=18%, signal=60%
BP	GO:0007519	skeletal muscle tissue development	105	0.46978494874947974	2.204279476319293	2.4205573091148507e-6	3.874755280502145e-5	2.194184033110864e-5	2146	tags=43%, list=20%, signal=35%
BP	GO:0030168	platelet activation	105	0.46478354009090567	2.18081235058841	2.4205573091148507e-6	3.874755280502145e-5	2.194184033110864e-5	2244	tags=40%, list=21%, signal=32%
BP	GO:0030595	leukocyte chemotaxis	105	0.5433951285550418	2.549666038884752	2.4205573091148507e-6	3.874755280502145e-5	2.194184033110864e-5	2139	tags=47%, list=20%, signal=38%
BP	GO:0051897	positive regulation of protein kinase B signaling	105	0.4454061337133225	2.0898915594985645	2.4205573091148507e-6	3.874755280502145e-5	2.194184033110864e-5	2119	tags=38%, list=20%, signal=31%
BP	GO:1903034	regulation of response to wounding	105	0.5331261197314775	2.50148278939543	2.4205573091148507e-6	3.874755280502145e-5	2.194184033110864e-5	2256	tags=46%, list=21%, signal=36%
BP	GO:0050707	regulation of cytokine secretion	106	0.47756980124993065	2.2444870870102944	2.4226625546007573e-6	3.874755280502145e-5	2.194184033110864e-5	2000	tags=42%, list=19%, signal=35%
CC	GO:0070820	tertiary granule	106	0.44875185151387037	2.1090482131798933	2.4226625546007573e-6	3.874755280502145e-5	2.194184033110864e-5	2745	tags=50%, list=26%, signal=38%
BP	GO:0006937	regulation of muscle contraction	107	0.5363393900633071	2.52512496809322	2.423102831637969e-6	3.874755280502145e-5	2.194184033110864e-5	2364	tags=50%, list=22%, signal=40%
BP	GO:0035637	multicellular organismal signaling	107	0.44836598686752827	2.1109397692183585	2.423102831637969e-6	3.874755280502145e-5	2.194184033110864e-5	2364	tags=42%, list=22%, signal=33%
BP	GO:0002695	negative regulation of leukocyte activation	108	0.4851783886799868	2.2881441712593307	2.4232320099255583e-6	3.874755280502145e-5	2.194184033110864e-5	2161	tags=46%, list=20%, signal=37%
BP	GO:0035051	cardiocyte differentiation	108	0.4829926752178335	2.2778361533526064	2.4232320099255583e-6	3.874755280502145e-5	2.194184033110864e-5	1552	tags=35%, list=14%, signal=30%
BP	GO:0042445	hormone metabolic process	108	0.476781627344403	2.2485443025187957	2.4232320099255583e-6	3.874755280502145e-5	2.194184033110864e-5	1713	tags=35%, list=16%, signal=30%
